epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.48024314641952515,0.0010000000474974513,1.0983368158340454,0.574999988079071,0.6887636184692383
1,0.0,0.0010000000474974513,0.0,0.8181818127632141,0.6784133315086365
2,0.5136778354644775,0.0010000000474974513,0.7058737277984619,0.5249999761581421,1.4723947048187256
3,0.0,0.0010000000474974513,0.0,0.4545454680919647,1.7230629920959473
4,0.5957446694374084,0.0005000000237487257,0.6692296862602234,0.5249999761581421,0.7051239013671875
5,0.0,0.0005000000237487257,0.0,0.4545454680919647,0.7894576787948608
6,0.7294833064079285,0.0002500000118743628,0.6081669330596924,0.5083333253860474,1.3776929378509521
7,0.0,0.0002500000118743628,0.0,0.6363636255264282,1.2214078903198242
8,0.7446808218955994,0.0001250000059371814,0.5460254549980164,0.5833333134651184,0.9909663796424866
9,0.0,0.0001250000059371814,0.0,0.4545454680919647,1.3132083415985107
10,0.7537993788719177,6.25000029685907e-05,0.5149866342544556,0.6666666865348816,0.778870165348053
11,0.0,6.25000029685907e-05,0.0,0.5454545617103577,1.1445876359939575
