epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5350318551063538,0.0010000000474974513,0.9223495721817017,0.5066666603088379,0.8391292095184326
1,0.5333333611488342,0.0010000000474974513,0.8026600480079651,0.625,0.624523937702179
2,0.5796178579330444,0.0010000000474974513,0.7204905152320862,0.5600000023841858,0.7812452912330627
3,0.46666666865348816,0.0010000000474974513,0.7034116387367249,0.125,0.799132227897644
4,0.6496815085411072,0.0005000000237487257,0.6626710891723633,0.653333306312561,0.6494580507278442
5,0.5333333611488342,0.0005000000237487257,0.6372291445732117,0.25,0.6785026788711548
6,0.6401273608207703,0.0005000000237487257,0.6132208704948425,0.5333333611488342,0.8497233986854553
7,0.800000011920929,0.0002500000118743628,0.538076639175415,0.375,1.117003083229065
8,0.7643312215805054,0.0002500000118743628,0.5068925023078918,0.5199999809265137,1.0633753538131714
9,0.6666666865348816,0.0001250000059371814,0.6319451928138733,0.5,1.2016701698303223
10,0.7643312215805054,0.0001250000059371814,0.48920440673828125,0.54666668176651,0.8591688275337219
11,0.6666666865348816,6.25000029685907e-05,0.5851176381111145,0.5,0.9474129676818848
